birth_year,sex,race,party_id,educ_2017,ft_black_2017,ft_white_2017,ft_hisp_2017,ft_asian_2017,ft_muslim_2017,ft_jew_2017,ft_christ_2017,ft_fem_2017,ft_immig_2017,ft_gays_2017,ft_unions_2017,ft_police_2017,ft_altright_2017,ft_evang_2017,ft_dem_2017,ft_rep_2017
1940,Female,White,Democrat,High school graduate,96,96,97,97,97,97,27,95,97,97,97,96,0,0,98,0
1938,Male,White,Democrat,High school graduate,40,95,47,39,20,67,77,42,34,49,69,47,67,35,89,7
1944,Male,White,Independent,High school graduate,33,60,63,58,8,52,80,12,19,35,24,60,50,71,22,78
1986,Female,White,Democrat,2-year,99,99,94,92,85,100,100,100,97,99,78,96,NA,51,98,6
1969,Female,Black,Democrat,Some college,98,75,92,100,100,100,100,NA,100,96,NA,10,29,NA,71,NA
1989,Male,White,Democrat,4-year,79,79,76,82,79,88,65,87,77,97,80,84,1,1,85,10
1992,Female,White,Other,4-year,70,75,89,100,77,79,35,78,75,96,55,61,39,30,41,41
1965,Female,White,Independent,Post-grad,68,50,53,59,44,60,30,70,100,79,60,41,3,4,87,5
1941,Male,White,Republican,High school graduate,90,75,80,78,72,91,91,28,79,75,47,90,29,77,53,78
1954,Female,White,Independent,2-year,94,95,95,94,48,98,95,5,47,50,7,95,50,94,13,75
1950,Male,Black,Democrat,2-year,100,76,69,60,50,79,99,68,59,50,50,77,50,49,78,50
1952,Female,White,Democrat,High school graduate,73,94,90,99,88,92,95,41,92,90,83,80,38,94,86,79
1965,Female,White,Republican,Post-grad,93,98,71,88,70,99,86,16,99,95,25,92,NA,93,17,72
1950,Female,Native American,Independent,4-year,51,50,41,51,60,63,51,99,77,95,70,96,3,30,80,4
1962,Male,White,Independent,2-year,53,75,44,56,41,52,72,50,54,52,61,73,5,41,71,24
1933,Male,White,Republican,Post-grad,99,99,100,99,11,100,100,11,99,51,11,100,51,76,27,76
1952,Male,White,Republican,2-year,91,90,91,89,71,90,91,51,91,89,13,100,48,92,31,89
1943,Male,Hispanic,Democrat,Some college,89,100,99,49,67,99,100,100,70,100,50,94,49,90,100,5
1965,Female,White,Democrat,High school graduate,100,100,94,99,100,100,100,100,99,99,99,100,7,100,99,4
1972,Male,White,Independent,Some college,50,50,50,50,0,13,0,50,50,50,75,42,0,0,25,0
1944,Male,White,Democrat,High school graduate,66,94,53,44,31,56,65,30,69,8,100,47,NA,51,83,18
1994,Female,White,Independent,Some college,80,40,80,80,90,80,60,90,95,90,NA,45,2,16,81,35
1958,Male,White,Republican,No HS,50,50,50,50,50,50,50,50,50,50,11,60,50,50,6,50
1953,Female,Black,Democrat,2-year,100,50,50,NA,0,60,100,NA,50,0,100,0,NA,100,100,0
1961,Male,White,Democrat,4-year,96,96,96,97,96,100,71,100,97,100,82,100,0,1,100,0
1949,Male,Black,Independent,2-year,72,72,66,81,21,69,94,27,78,2,2,84,21,90,21,65
1943,Male,Other,Independent,4-year,55,NA,20,39,0,50,100,1,1,0,39,100,75,55,NA,58
1980,Female,White,Democrat,4-year,99,31,98,98,100,99,3,100,100,100,59,31,2,2,92,2
1952,Male,White,Republican,Some college,90,90,80,85,20,85,90,75,50,60,50,95,2,95,10,65
1945,Female,White,Republican,High school graduate,81,100,51,31,0,97,99,NA,10,0,27,99,50,100,6,91
1947,Male,White,Independent,High school graduate,91,89,89,NA,50,NA,NA,71,NA,50,8,100,3,99,5,NA
1974,Male,White,Democrat,4-year,100,24,100,100,64,100,NA,100,100,100,100,NA,NA,NA,100,NA
1957,Male,Black,Democrat,4-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
1950,Female,White,Democrat,High school graduate,99,99,98,98,82,79,97,56,77,73,52,99,14,86,98,39
1967,Female,Hispanic,Democrat,4-year,53,53,82,53,54,52,51,61,55,52,52,74,NA,53,79,3
1953,Female,White,Independent,High school graduate,50,50,0,50,0,50,100,51,2,99,2,99,2,0,0,1
1963,Male,White,Republican,High school graduate,50,81,22,48,NA,84,98,47,55,NA,NA,100,21,96,12,62
1933,Male,White,Democrat,4-year,84,92,88,93,29,99,24,94,94,91,88,41,1,3,80,14
1962,Male,White,Independent,High school graduate,48,99,NA,78,6,81,100,18,24,5,26,79,54,51,27,80
1937,Male,White,Republican,2-year,70,100,74,77,11,82,90,16,28,12,27,87,NA,52,1,87
1976,Male,Black,Democrat,4-year,76,84,88,97,78,89,58,70,87,53,82,72,7,51,75,54
1980,Female,Asian,Democrat,4-year,91,22,66,31,44,34,93,93,50,16,39,34,NA,NA,100,17
1969,Male,White,Independent,High school graduate,50,52,50,52,50,51,20,52,51,53,25,32,NA,21,34,21
1942,Female,White,Democrat,High school graduate,78,78,78,78,70,78,27,90,73,78,100,75,2,2,78,5
1943,Female,White,Democrat,High school graduate,NA,84,47,81,45,88,60,65,59,58,74,66,NA,64,79,42
1956,Male,Black,Republican,High school graduate,100,100,100,100,80,100,100,0,11,0,12,80,80,81,1,NA
1954,Male,White,Democrat,2-year,80,80,80,90,80,95,95,95,81,90,95,30,1,26,90,11
1943,Male,White,Republican,High school graduate,100,99,100,100,0,100,100,10,100,0,2,100,48,100,21,80
1973,Female,White,Republican,2-year,9,30,9,7,16,6,3,12,9,6,9,28,9,8,12,39
1957,Male,White,Republican,High school graduate,95,98,81,72,5,94,98,79,22,50,97,69,52,98,52,93
1956,Female,White,Independent,4-year,84,76,79,52,50,53,51,100,51,78,23,50,4,18,60,27
1988,Female,White,Republican,4-year,56,70,61,56,NA,70,70,NA,60,90,NA,66,NA,69,59,80
1977,Female,Asian,Republican,4-year,30,50,54,51,48,41,56,53,49,38,28,58,38,72,75,32
1949,Female,White,Democrat,2-year,100,95,98,99,90,100,0,99,100,99,100,50,0,0,90,0
1968,Female,White,Republican,Some college,38,75,36,22,3,NA,74,16,24,46,7,67,1,66,3,62
1950,Male,Native American,Independent,Post-grad,80,75,100,100,98,75,75,90,95,85,75,95,0,25,90,60
1964,Male,White,Democrat,4-year,98,59,81,95,54,99,6,100,74,98,95,16,1,2,100,2
1955,Female,White,Republican,Some college,25,99,9,45,3,100,100,7,19,6,26,96,49,100,6,80
1969,Female,Hispanic,Republican,High school graduate,45,47,53,24,47,48,41,38,50,45,40,50,33,50,38,59
1945,Male,White,Republican,4-year,81,81,89,97,35,95,97,38,31,88,17,95,53,91,NA,66
1975,Male,Hispanic,Democrat,High school graduate,93,59,46,NA,80,55,71,88,63,62,64,56,99,75,NA,81
1952,Female,White,Democrat,2-year,92,96,97,99,95,97,87,92,94,100,98,98,3,78,97,28
1968,Male,Black,Democrat,Some college,90,79,80,80,70,80,80,80,80,90,79,9,1,9,90,2
1960,Male,White,Independent,4-year,100,100,100,100,37,90,53,40,82,100,91,31,18,24,33,44
1964,Female,White,Republican,High school graduate,97,100,71,78,44,49,48,27,85,79,30,100,90,21,67,51
1930,Female,White,Republican,Post-grad,48,92,41,51,7,42,93,26,46,9,24,80,NA,73,35,84
1980,Male,White,Independent,High school graduate,25,51,51,60,11,55,25,5,50,45,60,60,0,11,25,25
1954,Female,White,Democrat,Post-grad,98,93,89,90,59,74,75,99,85,90,72,79,0,2,73,5
1941,Male,Hispanic,Republican,High school graduate,50,96,50,50,0,50,100,2,12,5,24,100,69,99,0,70
1963,Male,White,Republican,2-year,32,65,68,90,47,92,90,50,91,53,31,100,48,74,0,29
1931,Female,White,Democrat,High school graduate,79,100,81,86,22,97,99,91,51,91,97,97,NA,86,90,12
1938,Male,White,Republican,Post-grad,61,78,69,76,39,74,73,34,57,25,34,88,52,50,13,64
1960,Male,White,Independent,2-year,86,95,94,89,31,94,91,49,91,89,43,96,86,95,22,94
1956,Male,White,Republican,4-year,79,100,81,79,5,76,100,38,72,3,40,100,93,100,1,99
1931,Female,White,Republican,High school graduate,79,91,88,78,60,94,99,47,66,63,44,93,NA,86,68,95
1940,Male,White,Republican,High school graduate,61,96,60,80,5,90,99,10,79,60,61,100,69,90,5,61
1949,Male,Other,Independent,Some college,99,93,99,100,3,7,7,86,100,93,79,72,0,0,100,1
1941,Male,White,Republican,2-year,71,100,74,52,20,74,80,81,48,43,25,95,88,80,24,91
1949,Female,White,Other,Some college,60,51,71,65,40,87,95,16,84,36,12,90,50,99,11,77
1947,Male,Black,Independent,High school graduate,94,50,52,50,52,51,49,90,78,50,72,40,50,51,70,5
1942,Female,White,Independent,High school graduate,79,95,41,35,10,62,98,5,4,10,40,89,49,50,40,78
1964,Female,White,Independent,2-year,NA,100,49,72,1,88,100,72,48,0,79,86,NA,98,20,60
1961,Female,White,Democrat,Some college,75,98,74,77,48,72,63,80,51,70,74,95,NA,41,98,5
1943,Female,White,Republican,Some college,69,98,80,87,63,80,79,60,76,91,84,77,52,83,73,100
1962,Male,White,Republican,4-year,83,94,76,77,27,97,39,19,77,25,8,79,9,10,9,90
1946,Female,White,Independent,Post-grad,91,91,90,90,90,90,90,90,90,91,95,96,NA,31,90,2
1965,Female,White,Democrat,High school graduate,50,100,49,49,51,50,50,NA,50,100,50,100,NA,NA,52,50
1941,Female,White,Democrat,High school graduate,100,89,100,98,98,100,100,100,98,100,50,81,53,100,88,12
1950,Male,White,Republican,High school graduate,99,100,99,100,0,99,97,30,100,20,2,94,30,91,0,79
1954,Male,White,Republican,Some college,52,61,50,51,3,52,90,51,NA,50,26,80,51,50,3,80
1956,Female,White,Democrat,High school graduate,83,80,83,81,70,80,83,78,80,86,78,79,15,61,85,66
1940,Male,White,Democrat,Post-grad,99,90,92,83,79,97,89,80,86,91,89,77,5,72,87,27
1958,Female,White,Independent,2-year,100,100,100,100,NA,95,100,74,60,53,61,100,53,99,52,62
1961,Female,White,Republican,4-year,21,75,13,75,11,82,90,6,42,11,14,60,61,91,15,52
1973,Female,White,Independent,Post-grad,93,35,99,100,99,100,39,78,96,100,77,64,0,7,52,1
1945,Female,White,Democrat,High school graduate,92,97,95,93,94,91,91,94,89,97,97,76,NA,47,97,4
1946,Male,White,Independent,Post-grad,82,81,78,85,82,85,65,73,81,83,68,80,5,29,81,18
1958,Male,Hispanic,Democrat,Post-grad,80,80,80,51,NA,50,91,NA,40,70,NA,100,71,90,NA,71
1942,Male,White,Republican,4-year,50,95,50,79,7,100,79,78,50,NA,3,98,NA,89,0,100
1947,Male,White,Republican,4-year,89,94,97,85,75,77,60,78,77,83,78,74,3,40,83,21
1960,Female,White,Democrat,Post-grad,75,90,90,90,50,90,5,75,90,90,80,90,0,1,90,5
1941,Male,White,Independent,High school graduate,92,93,93,24,1,99,100,2,13,63,21,100,51,100,4,54
1936,Male,White,Independent,2-year,84,99,71,69,62,82,100,0,50,2,43,94,92,78,24,75
1960,Female,Black,Democrat,No HS,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,98,NA,NA
1968,Male,White,Independent,4-year,75,80,78,83,46,88,76,33,62,68,68,78,38,67,30,27
1967,Female,White,Independent,High school graduate,95,54,NA,NA,NA,89,50,98,73,100,NA,30,0,0,49,13
1970,Male,White,Republican,4-year,51,52,51,50,5,2,97,3,22,4,30,82,78,98,4,60
1964,Male,White,Independent,4-year,51,50,50,51,11,82,50,2,50,4,7,90,7,NA,4,90
1952,Male,White,Independent,Some college,70,71,70,71,70,70,69,50,61,70,11,70,50,50,10,70
1957,Female,White,Republican,4-year,67,87,63,96,28,97,86,50,21,20,15,100,64,79,12,91
1963,Male,White,Republican,High school graduate,75,94,35,69,44,80,96,12,26,1,15,92,85,96,28,87
1949,Female,Black,Independent,4-year,100,95,84,79,81,80,50,78,98,95,51,79,5,50,84,0
1962,Male,White,Democrat,4-year,100,NA,81,100,91,100,81,72,90,100,70,100,2,3,100,5
1936,Male,White,Democrat,Post-grad,96,96,95,96,96,95,96,96,93,95,95,95,31,94,95,65
1928,Female,White,Democrat,High school graduate,100,100,100,100,100,100,99,98,100,100,100,100,82,100,62,53
1954,Male,Hispanic,Independent,4-year,78,48,96,55,82,49,NA,66,100,79,97,40,NA,NA,100,NA
1987,Male,White,Republican,Post-grad,94,98,98,99,92,97,87,76,88,97,35,93,19,65,38,78
1959,Female,Black,Democrat,Some college,100,96,98,99,97,98,97,98,100,98,98,90,80,99,96,53
1976,Female,White,Independent,4-year,68,74,73,68,68,78,74,50,66,50,66,67,9,47,20,21
1964,Female,Other,Independent,4-year,90,90,89,90,89,89,77,19,86,89,16,98,NA,70,9,51
1947,Female,Other,Democrat,Post-grad,92,86,99,100,49,100,41,100,97,95,100,99,2,15,96,7
1955,Male,White,Independent,No HS,62,91,56,66,20,81,80,50,54,56,47,80,NA,NA,3,70
1949,Female,White,Independent,4-year,94,94,95,99,60,98,94,52,71,79,60,98,31,98,41,60
1958,Female,White,Independent,Some college,51,91,51,50,51,51,96,NA,50,50,50,91,NA,51,50,30
1972,Female,White,Independent,Some college,1,59,98,53,0,55,88,2,99,52,12,98,56,81,2,2
1945,Female,White,Independent,High school graduate,NA,61,46,97,36,84,97,NA,54,NA,12,91,46,92,55,51
1991,Female,White,Independent,4-year,66,50,85,69,63,49,44,100,74,86,25,65,16,37,52,31
1956,Female,White,Democrat,4-year,85,90,70,75,25,100,75,80,65,80,65,90,5,5,80,40
1944,Female,White,Democrat,2-year,86,78,99,100,100,99,74,99,99,79,99,78,5,29,100,4
1931,Female,White,Democrat,High school graduate,77,76,78,53,77,81,81,96,69,73,100,81,3,12,81,3
1958,Female,White,Democrat,High school graduate,88,88,88,88,88,88,50,79,79,95,91,90,0,31,74,5
1981,Female,White,Democrat,Post-grad,74,85,73,77,58,78,74,74,74,81,75,73,22,34,77,31
1966,Male,Other,Republican,Post-grad,1,100,25,50,0,25,11,3,1,1,25,77,80,11,2,95
1952,Female,White,Other,Some college,50,50,49,52,52,47,49,47,36,59,57,61,50,NA,53,47
1965,Male,Other,Independent,Post-grad,50,50,50,50,2,50,75,10,10,50,10,100,70,55,5,40
1963,Male,White,Independent,4-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,Male,White,Republican,High school graduate,41,70,10,11,0,61,80,0,0,4,0,89,1,82,0,71
1956,Male,White,Democrat,No HS,100,91,100,99,90,100,100,89,96,99,100,100,NA,100,100,85
1962,Male,White,Republican,High school graduate,19,98,25,72,18,37,88,27,31,26,19,92,NA,87,23,66
1983,Male,White,Democrat,2-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,45,68,NA
1957,Female,White,Not sure,2-year,84,78,28,81,50,96,95,76,53,100,5,96,53,27,49,37
1956,Female,White,Republican,High school graduate,88,81,85,81,37,91,91,5,81,56,7,87,30,91,18,29
1965,Female,Hispanic,Republican,4-year,84,91,89,81,34,93,98,6,76,44,49,82,84,78,5,62
1940,Female,White,Democrat,4-year,70,72,77,79,41,80,70,99,62,80,50,69,7,2,73,3
1974,Female,White,Republican,4-year,9,100,47,NA,2,62,58,9,51,12,45,64,NA,48,41,NA
1963,Female,White,Democrat,4-year,72,80,43,49,13,55,57,47,27,33,31,70,50,39,50,26
1943,Male,White,Independent,Some college,96,96,94,92,97,88,93,89,95,98,30,50,2,9,69,71
1957,Female,Black,Democrat,Some college,100,37,50,50,0,50,1,81,20,51,80,38,0,1,71,0
1966,Male,White,Independent,4-year,52,50,50,51,59,51,44,60,50,50,60,41,4,8,58,6
1950,Female,White,Independent,4-year,64,77,78,80,52,85,86,46,79,80,59,99,20,75,31,90
1936,Female,White,Democrat,High school graduate,52,59,69,55,50,49,20,58,51,57,48,42,7,8,49,0
1980,Female,White,Independent,2-year,47,51,56,59,66,54,67,50,48,55,25,81,40,71,69,38
1970,Female,White,Independent,2-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,4,NA,30,30
1947,Female,White,Not sure,2-year,51,51,81,56,45,51,45,71,81,45,80,36,4,11,41,3
1958,Male,White,Republican,2-year,10,80,83,93,40,91,93,10,78,80,35,99,3,2,15,40
1960,Female,White,Democrat,Some college,80,66,70,69,70,69,70,78,71,78,71,75,NA,39,90,31
1962,Male,White,Republican,2-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Male,White,Independent,4-year,57,84,53,38,26,52,100,16,36,26,40,59,49,69,31,49
1972,Female,White,Democrat,4-year,100,44,100,100,74,98,0,99,100,99,99,1,1,1,100,0
1963,Male,White,Independent,Post-grad,59,68,62,60,51,62,32,36,83,83,42,79,6,9,32,36
1963,Male,White,Republican,No HS,70,75,60,75,77,77,70,82,62,83,79,70,70,83,67,50
1956,Female,White,Independent,4-year,80,50,80,60,80,50,50,90,80,80,60,60,0,5,75,0
1957,Female,Black,Democrat,Some college,76,78,77,80,78,74,100,79,80,83,87,80,NA,79,93,28
1948,Male,Hispanic,Independent,2-year,99,100,100,100,95,96,100,89,95,100,100,26,2,100,99,11
1952,Male,Other,Independent,4-year,81,78,75,70,60,100,40,63,75,50,60,71,50,29,78,29
1964,Female,White,Independent,Post-grad,90,90,94,79,83,91,97,66,96,79,42,80,51,94,30,50
1957,Male,White,Democrat,4-year,54,72,29,62,21,50,10,53,7,41,62,100,54,7,90,10
1977,Male,White,Republican,4-year,65,47,38,58,19,41,46,13,48,21,21,51,53,44,24,43
1964,Female,White,Democrat,High school graduate,99,100,100,100,100,99,100,100,99,51,99,30,0,100,100,0
1958,Female,Mixed,Democrat,High school graduate,21,70,81,81,3,33,100,31,44,52,100,100,53,5,100,2
1955,Male,Hispanic,Other,2-year,50,76,75,70,17,71,90,6,41,3,11,90,21,90,2,31
1955,Female,Hispanic,Republican,High school graduate,75,85,100,95,75,100,100,25,50,25,0,96,50,100,0,100
1951,Male,White,Republican,4-year,94,86,54,82,28,92,99,4,47,52,83,92,98,75,11,73
1965,Male,White,Republican,4-year,51,60,90,90,NA,81,99,NA,NA,NA,NA,90,NA,96,NA,50
1955,Female,White,Democrat,4-year,98,91,88,30,51,86,84,42,59,30,93,88,59,88,100,8
1947,Female,Black,Democrat,High school graduate,81,80,70,78,62,90,90,97,98,79,100,21,6,37,90,5
1944,Female,Black,Republican,Post-grad,95,98,76,88,69,100,99,58,92,15,77,75,NA,100,55,50
1953,Female,White,Democrat,Post-grad,91,74,100,97,72,68,22,99,81,98,78,75,6,1,72,1
1940,Female,White,Republican,High school graduate,65,75,45,73,27,84,79,42,22,63,13,95,56,80,32,75
1978,Female,Other,Democrat,4-year,78,32,91,89,84,57,3,67,92,88,41,30,0,0,63,1
1959,Female,White,Independent,High school graduate,100,50,100,98,71,100,24,100,100,100,75,75,NA,12,31,10
1960,Female,White,Democrat,Post-grad,81,79,79,79,80,80,50,NA,81,81,70,79,3,29,84,6
1952,Male,White,Independent,4-year,95,100,100,89,61,100,66,77,79,100,61,100,27,32,68,NA
1994,Male,Other,Independent,4-year,82,81,86,85,99,99,6,82,70,100,89,82,0,3,84,46
1942,Female,White,Republican,No HS,59,98,5,8,0,49,94,42,1,0,79,72,49,50,2,78
1969,Male,Asian,Republican,2-year,21,75,9,52,11,3,11,3,16,76,11,13,29,3,11,69
1960,Female,Black,Republican,2-year,80,79,90,81,80,50,96,80,55,59,59,82,50,61,72,60
1947,Male,White,Independent,High school graduate,68,60,80,83,32,55,50,31,80,70,84,83,17,51,15,53
1946,Female,White,Independent,High school graduate,100,100,87,98,4,100,97,100,9,100,97,51,59,100,49,51
1963,Male,White,Democrat,Some college,NA,50,75,50,50,50,1,82,60,80,90,25,1,1,90,1
1988,Male,Black,Democrat,4-year,88,85,56,81,97,67,78,61,74,8,73,77,91,53,85,76
1961,Male,White,Independent,High school graduate,50,75,75,75,5,75,75,5,50,75,25,90,80,75,NA,50
1953,Female,White,Democrat,2-year,98,99,80,50,10,80,52,49,28,48,49,100,30,50,100,30
1964,Female,White,Republican,4-year,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,100,NA,NA,4,70
1949,Male,White,Republican,4-year,80,100,81,79,NA,99,99,50,3,51,11,99,6,98,50,100
1970,Female,White,Independent,Some college,76,55,68,69,27,51,66,51,39,65,18,79,16,70,7,57
1954,Female,White,Republican,2-year,100,100,100,100,12,100,100,44,70,93,NA,98,81,68,NA,86
1962,Male,White,Democrat,High school graduate,51,75,50,50,50,50,50,75,50,50,82,52,2,50,80,1
1963,Female,White,Republican,2-year,89,50,99,100,40,98,100,19,60,9,63,59,100,99,51,51
1962,Male,White,Democrat,2-year,75,75,75,75,50,75,50,75,75,90,75,50,1,5,90,20
1964,Male,White,Independent,4-year,70,80,90,90,20,90,76,0,75,20,20,30,96,100,0,10
1959,Female,White,Democrat,Some college,69,80,50,79,40,89,79,80,50,72,49,50,NA,51,70,11
1961,Female,White,Republican,No HS,46,90,85,50,31,85,90,46,41,90,10,90,50,11,1,90
1964,Male,White,Democrat,Post-grad,85,70,80,80,80,80,80,85,90,80,90,60,0,25,80,30
1940,Male,White,Republican,High school graduate,100,99,100,99,99,99,99,1,80,89,51,100,50,99,6,79
1939,Male,White,Democrat,High school graduate,61,100,38,94,28,77,98,5,51,3,14,81,2,59,36,56
1946,Female,Black,Democrat,Post-grad,90,84,75,78,75,81,76,98,81,72,84,53,NA,50,96,NA
1949,Male,White,Independent,High school graduate,11,80,81,79,41,51,90,1,81,1,11,6,7,91,21,6
1951,Female,White,Democrat,Some college,96,94,90,95,97,94,95,96,94,96,99,90,5,3,94,1
1965,Female,White,Democrat,4-year,81,84,80,97,77,90,76,80,79,73,70,68,36,50,97,8
1959,Male,White,Independent,Some college,NA,52,NA,89,NA,NA,94,5,NA,NA,NA,51,NA,51,50,NA
1955,Female,White,Democrat,Post-grad,97,57,98,99,98,97,60,97,97,100,98,97,4,3,98,6
1948,Female,White,Independent,Some college,51,51,2,77,26,86,82,3,NA,41,2,96,41,81,2,10
1956,Male,White,Democrat,Some college,40,39,100,49,58,58,28,51,51,36,88,2,5,28,64,3
1952,Female,White,Democrat,4-year,90,86,89,82,80,94,97,97,84,79,52,97,5,98,90,17
1941,Female,White,Democrat,4-year,98,98,70,68,28,98,99,40,81,28,39,98,50,100,52,71
1959,Male,White,Independent,Post-grad,60,74,59,46,60,95,85,59,51,80,39,94,31,33,68,70
1974,Male,Black,Democrat,High school graduate,81,66,70,NA,NA,NA,70,NA,NA,0,47,61,NA,59,70,57
1965,Male,White,Democrat,Some college,90,80,99,100,90,95,61,85,95,100,90,60,0,0,95,0
1941,Female,White,Democrat,High school graduate,76,NA,71,70,62,70,9,95,69,94,57,42,8,6,89,5
1956,Female,White,Republican,2-year,54,79,47,47,51,47,71,42,62,50,41,92,51,50,25,76
1949,Female,White,Democrat,4-year,63,57,57,55,39,61,20,65,51,61,88,80,1,10,88,2
1991,Female,White,Republican,4-year,87,86,90,97,15,53,99,1,61,1,0,69,94,72,0,91
1952,Male,White,Independent,2-year,95,99,97,78,53,97,100,NA,91,73,NA,91,NA,100,18,51
1941,Female,White,Republican,Post-grad,65,69,66,66,52,69,68,31,64,64,52,75,37,66,48,67
1948,Male,White,Independent,4-year,89,100,89,90,91,99,90,100,100,91,70,91,51,80,55,91
1955,Male,White,Republican,2-year,70,79,48,71,26,79,97,49,49,53,24,92,28,79,20,73
1964,Female,White,Independent,2-year,90,52,93,91,41,93,89,45,22,50,99,93,NA,79,22,50
1968,Female,White,Democrat,4-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,0,0,75,6
1947,Female,White,Democrat,2-year,98,97,84,96,72,70,40,75,80,98,35,50,7,6,95,6
1936,Female,White,Independent,Some college,92,92,92,90,91,90,94,89,81,91,90,89,44,52,92,22
1955,Female,White,Democrat,High school graduate,76,87,71,69,73,72,91,57,70,72,56,72,54,77,72,55
1935,Female,White,Republican,High school graduate,100,92,80,81,9,97,98,5,51,76,25,99,52,97,6,71
1968,Female,White,Independent,2-year,53,99,43,77,65,94,98,52,54,81,51,100,24,98,89,72
1955,Female,White,Not sure,High school graduate,19,98,50,99,31,91,3,48,26,97,32,43,54,1,48,4
1950,Female,Black,Democrat,4-year,98,78,88,89,94,90,69,52,90,82,93,67,13,75,93,7
1965,Female,White,Republican,Post-grad,6,86,56,53,1,75,100,1,5,20,1,94,NA,77,1,92
1963,Female,Black,Democrat,Post-grad,100,80,50,52,50,50,50,NA,65,50,50,80,10,50,65,5
1929,Female,Black,Democrat,Some college,NA,99,100,98,97,97,100,NA,97,85,99,89,NA,97,88,29
1964,Male,White,Democrat,4-year,50,50,50,50,36,51,26,51,50,50,46,61,3,6,40,10
